id_projeto,nome,descricao,tipo_projeto,uf,situacao,data_de_inicio_prevista,data_de_fim_prevista,fontes_de_recurso,objetivo_do_projeto,funcao_social
47673.53-24,Construção Galpão no Pavilhão de Exposição Agrobrasília,Apoio a execução de obras e serviços de engenharia para o fomento aos setores agropecuário e de agroindústria.,Agricultura e Organização Agrária,DF,Cadastrada,2024-12-31,2027-08-31,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 2868000.0}",Apoio a execução de obras e serviços de engenharia para o fomento aos setores agropecuário e de agroindústria.,"A política pública em questão beneficiará aproximadamente 20 mil famílias de agricultores moradores da comunidade PAD-DF  e, indiretamente, toda a população das Regiões Administrativas que circula na região semanalmente, aproximadamente 05 munícipes.Com a maior circulação de pessoas, empresas e eventos, há uma tendência de aumento nos valores de propriedades rurais e urbanas próximas ao local.. Projetos desse tipo geralmente trazem melhorias em infraestrutura,como estradas,serviços públicos e redes de apoio logístico, beneficiando tanto os produtores locais quanto a comunidade.Os proprietários rurais utilizam atualmente estradas em condições precárias, com buracos, atoleiros, e erosão, devido às frequentes precipitações, afetando negativamente a economia local, afligindo diretamente o escoamento da produção agropecuária e as condições de vida dos agricultores.. Com o aumento de atividades comerciais e logísticas,novos postos de trabalho diretos e indiretos são criados, fortalecendo a economia regional e atraindo mais pessoas para a área.Facilitação no tráfego,no escoamento da produção agrícola; fortalecimento do desenvolvimento econômico das Comunidades e consequentemente de todo Município;Alavancar o agroturismo; contribuir com a fixação das famílias no campo,proporcionando aumento e diversificação da produção agrícola,melhor rentabilidade"
24145.53-57,Reforma do complexo predial ANEEL/ANP-DF - normas de incêndio e renovação de ar.,"Contratação de empresa de engenharia para execução dos serviços de adequação do complexo predial ANEEL/ANP às normas de segurança contra incêndio e pânico, e dos serviços de renovação de ar, conforme projetos executivos já aprovados, por um período de 24 (vinte e quatro) meses, conforme especificações do Edital do Pregão Eletrônico n. 09/2023 e seus Anexos.",Administrativo,DF,Cancelada,2023-08-14,2025-08-14,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 4249000.0}","Adequar o complexo predial ANEEL/ANP às normas de prevenção, segurança e combate contra incêndio e pânico, e às normas técnicas e de saúde relacionadas à renovação de ar em ambientes de trabalho.","Garantir o bom funcionamento do complexo predial ANEEL/ANP, observando às normas de segurança contra incêndio e renovação de ar, de modo a preservar a segurança, integridade física e saúde de seus trabalhadores, além da preservação do patrimônio público."
87956.53-43,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2022-10-20,2026-05-12,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola - Projeto Próprio,Construção de Escola Classe (EC) no Jardim Mangueiral - Distrito Federal - DF
73599.53-52,PAC 2 - CRECHE/PRÉ-ESCOLA 011,PAC 2 - CRECHE/PRÉ-ESCOLA 011 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2017-08-14,2019-10-03,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 011
75799.53-67,PAC 2 - CRECHE/PRÉ-ESCOLA 062,PAC 2 - CRECHE/PRÉ-ESCOLA 062 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-10-03,2015-02-20,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 062
75800.53-72,PAC 2 - CRECHE/PRÉ-ESCOLA 055,PAC 2 - CRECHE/PRÉ-ESCOLA 055 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-11-27,2015-09-13,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 055
75805.53-44,PAC 2 - CRECHE/PRÉ-ESCOLA 090,PAC 2 - CRECHE/PRÉ-ESCOLA 090 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2014-06-05,2017-04-19,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 090
75807.53-57,PAC 2 - CRECHE/PRÉ-ESCOLA 106,PAC 2 - CRECHE/PRÉ-ESCOLA 106 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2017-08-10,2019-09-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 106
75809.53-60,PAC 2 - CRECHE/PRÉ-ESCOLA 068,PAC 2 - CRECHE/PRÉ-ESCOLA 068 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-07-15,2014-11-08,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 068
76881.53-16,PAC 2 - CRECHE/PRÉ-ESCOLA 025,PAC 2 - CRECHE/PRÉ-ESCOLA 025 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-07-17,2014-11-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 025
76883.53-29,PAC 2 - CRECHE/PRÉ-ESCOLA 016,PAC 2 - CRECHE/PRÉ-ESCOLA 016 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2014-06-02,2016-01-03,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 016
76882.53-72,PAC 2 - CRECHE/PRÉ-ESCOLA 063,PAC 2 - CRECHE/PRÉ-ESCOLA 063 Construção,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2017-12-20,2019-07-13,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 063
76884.53-85,PAC 2 - CRECHE/PRÉ-ESCOLA 015,PAC 2 - CRECHE/PRÉ-ESCOLA 015 Construção,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-08-19,2015-03-22,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 015
65219.53-08,710160 - Escola de Educação Infantil - Brasília/DF,710160 - Escola de Educação Infantil - Brasília/DF Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2012-10-09,2013-09-24,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 15377.44}",Escola de Educação Infantil Tipo B,710160 - Escola de Educação Infantil - Brasília/DF
73604.53-83,PAC 2 - CRECHE/PRÉ-ESCOLA 065,PAC 2 - CRECHE/PRÉ-ESCOLA 065 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-04-09,2014-05-14,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 065
73606.53-96,PAC 2 - CRECHE/PRÉ-ESCOLA 40,PAC 2 - CRECHE/PRÉ-ESCOLA 40 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2014-06-02,2016-01-03,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 40
73607.53-42,PAC 2 - CRECHE/PRÉ-ESCOLA 019,PAC 2 - CRECHE/PRÉ-ESCOLA 019 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-06-27,2014-10-30,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 019
73610.53-25,PAC 2 - CRECHE/PRÉ-ESCOLA 010,PAC 2 - CRECHE/PRÉ-ESCOLA 010 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-04-05,2014-07-19,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 010
73608.53-09,PAC 2 - CRECHE/PRÉ-ESCOLA 046,PAC 2 - CRECHE/PRÉ-ESCOLA 046 Construção,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-04-04,2014-05-09,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 046
73629.53-80,PAC 2 - CRECHE/PRÉ-ESCOLA 027,PAC 2 - CRECHE/PRÉ-ESCOLA 027 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-06-05,2014-10-18,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 027
74140.53-35,PAC 2 - CRECHE/PRÉ-ESCOLA 050,PAC 2 - CRECHE/PRÉ-ESCOLA 050 Tipo de Obra,"Infraestrutura Hídrica, Portos, Hidrovia",DF,Cadastrada,2013-04-23,2014-05-28,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 0.01}",Escola de Educação Infantil Tipo B,PAC 2 - CRECHE/PRÉ-ESCOLA 050
91023.53-34,26.782.2087.7R82.0052,AdequaÃ§Ã£o De Trecho RodoviÃ¡rio - Divisa Df/Go - Divisa Go/Ba - Na Br-020/Go No Estado De GoiÃ¡s,Rodovia,DF,Em execução,2012-05-16,2024-09-29,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 130653710.13}",Garantir dotação orçamentária para os contratos que envolvem 24.00 km desta rúbrica.,"Preservar vidas e promover o desenvolvimento sustentÃ¡vel do paÃ­s priorizando a seguranÃ§a, as boas condiÃ§Ãµes de trafegabilidade e a otimizaÃ§Ã£o da logÃ­stica dos transportes, elevando assim o nÃ­vel de serviÃ§o das vias."
58042.53-16,Cozinhas Comunitárias (CC),"As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas.",Assistência Social,DF,Cadastrada,2025-06-01,2027-06-01,"{'origem': 'Federal', 'valorInvestimentoPrevisto': 250000.0}","As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas.","As Cozinhas Comunitárias (CC) São equipamentos públicos de segurança alimentar e nutricional, implementados em parceria com os governos de estado, municípios ou distrital e financiados com recursos públicos. As cozinhas comunitárias têm por objetivo produzir e disponibilizar, de forma gratuita ou a baixo custo, refeições adequadas e saudáveis, prioritariamente para pessoas em situação de vulnerabilidade e risco social e de insegurança alimentar e nutricional indicadas pela assistência social. Elas fornecem no mínimo 100 refeições por dia, de preferência de maneira gratuita, sendo permitida a comercialização por valores acessíveis, devendo funcionar no mínimo durante 5 dias na semana, a fim de garantir que os grupos atendidos possuam alimentação em quantidade e qualidade adequadas."
